RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
10.42.0.42-119.146.74.33-47271-443-6,Honda City V MT AVN,Pune,2012,89000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5,3.5
10.42.0.211-104.91.216.132-59393-443-6,Honda City i DTEC VX,Hyderabad,2014,75578,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,7
184.169.166.225-10.42.0.211-443-37197-6,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,7.75
10.42.0.211-119.146.74.32-43699-443-6,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,2.93
10.42.0.151-31.13.80.36-60723-443-6,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,22.5
10.42.0.151-10.42.0.1-26523-53-17,BMW X6 xDrive30d,Coimbatore,2014,39626,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,40.66
10.42.0.151-10.42.0.1-44326-53-17,Maruti Wagon R LXI BSIII,Pune,2008,82500,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,1.75
10.42.0.42-119.146.74.32-45357-443-6,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.72 kmpl,1461 CC,108.45 bhp,5,8.2
10.42.0.211-123.59.190.237-41215-80-6,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,4.49
216.58.219.202-10.42.0.211-443-34493-6,Ford Endeavour 3.2 Trend AT 4X4,Chennai,2016,43000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,26.5
10.42.0.211-10.42.0.1-40284-53-17,Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,2.6
10.42.0.42-14.29.93.243-54876-80-6,Hyundai Santro Xing XG,Bangalore,2005,79000,Petrol,Manual,Second,17.0 kmpl,,,3,1.65
220.243.219.55-10.42.0.42-80-59692-6,Hyundai i10 Asta,Kolkata,2011,43000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.49
10.42.0.211-104.192.110.245-59644-443-6,Honda Brio VX AT,Hyderabad,2013,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.4
10.42.0.42-123.125.115.164-60861-443-6,Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,4.35
203.130.53.126-10.42.0.211-80-56808-6,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,32.73
172.217.10.65-10.42.0.211-443-58866-6,Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,26
10.42.0.1-10.42.0.42-53-1781-17,Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,2.5
173.194.175.188-10.42.0.42-5228-51432-6,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5,21.66
172.217.3.101-10.42.0.151-443-32976-6,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,2.99
10.42.0.42-119.146.74.48-55131-80-6,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,2.61
157.55.130.147-10.42.0.211-40029-60774-17,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,8.25
220.243.219.55-10.42.0.42-80-40218-6,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,12.5
203.205.151.212-10.42.0.151-80-47041-6,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,5.5
173.194.206.113-10.42.0.211-443-55827-6,Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,5.53
10.42.0.151-72.247.10.43-51466-80-6,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5,1.1
180.149.136.194-10.42.0.42-80-33243-6,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7,6.85
10.42.0.151-10.42.0.1-52695-53-17,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5,17.09
180.76.171.199-10.42.0.42-80-34876-6,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,4.93
10.42.0.211-104.88.81.138-51102-443-6,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5,17.5
10.42.0.151-103.7.30.118-41331-80-6,Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,1.95
10.42.0.211-106.11.94.27-57639-443-6,Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,6.1
175.100.207.232-10.42.0.211-80-38164-6,Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5,1.8
180.76.138.25-10.42.0.211-80-45372-6,Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,34.5
175.100.207.233-10.42.0.42-80-54211-6,Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,4.01
172.217.3.110-10.42.0.151-443-59191-6,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,3.15
172.217.10.106-10.42.0.211-443-44045-6,Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.5 bhp,5,5.49
172.217.3.110-10.42.0.211-80-56736-6,Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.6 kmpl,1461 CC,108.45 bhp,5,10
172.217.7.14-10.42.0.211-443-51662-6,Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5,4.55
157.55.130.167-10.42.0.151-40019-47019-6,Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.5
203.205.158.62-10.42.0.211-80-49705-6,Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,2.15
172.217.5.228-10.42.0.42-443-58532-6,Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,1.4
172.217.6.234-10.42.0.211-443-42346-6,Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.6 bhp,5,6.2
10.42.0.151-125.56.239.180-54985-80-6,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,19.8
10.42.0.151-10.42.0.1-20382-53-17,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,5.6
10.42.0.42-111.202.114.77-53182-443-6,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,9.5
172.217.1.162-10.42.0.211-443-42919-6,Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,2.21
172.217.10.33-10.42.0.151-443-54884-6,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,3.31
10.42.0.1-10.42.0.42-53-43988-17,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5,5.44
172.217.12.205-10.42.0.42-443-58948-6,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0 kmpl,2496 CC,157.7 bhp,5,7.56
10.42.0.151-64.71.142.124-45557-443-6,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,3.2
172.217.11.2-10.42.0.211-443-55655-6,Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,5.53
10.42.0.211-123.59.190.237-40326-80-6,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,17
10.42.0.1-10.42.0.42-53-59043-17,Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.55
172.217.6.238-10.42.0.151-443-46485-6,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5,2.65
192.229.173.173-10.42.0.211-80-55324-6,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,17.85
10.42.0.211-54.149.94.193-35658-443-6,Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,7.96
172.217.10.42-10.42.0.151-443-54046-6,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.25
10.42.0.1-10.42.0.42-53-60358-17,Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,5.85
182.22.24.252-10.42.0.211-443-52485-6,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,13
172.217.6.227-10.42.0.211-443-55436-6,Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,2.65
182.22.120.247-10.42.0.42-443-57669-6,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4.75
10.42.0.211-14.29.93.243-40039-80-6,Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,2.65
10.42.0.211-103.7.30.118-45935-80-6,Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,3
172.217.8.4-10.42.0.211-443-58673-6,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,32.52
10.42.0.211-10.42.0.1-37888-53-17,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,7.75
140.205.94.6-10.42.0.211-443-37296-6,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.6
169.47.40.158-10.42.0.151-443-60415-6,Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,2.6
172.217.3.99-10.42.0.42-443-39733-6,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,3.76
205.185.216.10-10.42.0.211-80-54589-6,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,4.75
10.42.0.151-10.42.0.1-64841-53-17,Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,1.75
172.217.10.110-10.42.0.211-443-49126-6,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5,3.95
202.77.129.150-10.42.0.211-443-35363-6,Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,1
180.149.136.194-10.42.0.42-80-39295-6,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,4.5
180.76.148.65-10.42.0.42-80-50907-6,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5,17.23
198.11.136.24-10.42.0.151-443-52088-6,Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,5.76
182.22.24.252-10.42.0.211-443-52475-6,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,4.32
174.35.73.111-10.42.0.211-80-51260-6,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,1.9
10.42.0.211-77.234.44.42-47229-80-6,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5,5.5
10.42.0.211-54.225.182.18-40875-443-6,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5,13.5
180.149.136.247-10.42.0.211-80-56118-6,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,9.75
10.42.0.42-104.254.66.16-40081-80-6,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,9.44
10.42.0.211-96.7.201.51-51333-443-6,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,4.45
172.217.6.227-10.42.0.211-443-45551-6,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8.85
172.217.10.42-10.42.0.42-443-60781-6,Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,2.15
10.42.0.211-31.13.80.52-37919-443-6,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,4.89
10.42.0.211-10.42.0.1-17985-53-17,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,6.25
10.42.0.211-104.244.43.99-49018-443-6,Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,4.8
183.79.250.123-10.42.0.211-443-33980-6,Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,1.8
216.58.219.194-10.42.0.211-443-48978-6,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,7.25
192.229.173.173-10.42.0.211-443-45500-6,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,7.56
203.84.220.141-10.42.0.211-443-37600-6,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,6.82
10.42.0.211-23.206.125.17-38531-80-6,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5,1.8
220.243.235.201-10.42.0.211-80-54553-6,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,11.5
10.42.0.151-65.55.118.92-54007-80-6,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5,2.8
10.42.0.211-64.71.142.120-42716-80-6,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,5.5
10.42.0.211-10.42.0.1-15753-53-17,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5,2.7
172.217.10.106-10.42.0.211-443-54882-6,Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,3.25
10.42.0.211-104.192.110.245-53239-443-6,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,10.9
172.217.10.78-10.42.0.151-443-47888-6,Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,4.07
239.255.255.250-10.42.0.1-1900-41543-17,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,18
180.149.136.194-10.42.0.211-443-44476-6,Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2.95
10.42.0.211-31.13.71.1-37623-443-6,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,7.5
10.42.0.1-10.42.0.42-53-6734-17,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,32.73
172.217.12.130-10.42.0.211-443-51316-6,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.7 bhp,7,21.5
172.217.10.238-10.42.0.151-80-35227-6,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5,2.5
10.42.0.211-10.42.0.1-36326-53-17,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,5.5
10.42.0.151-10.42.0.1-57326-53-17,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5,7.5
10.42.0.211-64.71.142.96-58356-443-6,Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5,1.55
205.185.216.42-10.42.0.211-80-41828-6,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,29
174.35.73.108-10.42.0.211-80-34010-6,Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.4
180.76.171.199-10.42.0.42-80-34876-6,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,6.5
10.42.0.211-115.239.210.141-51788-80-6,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5,2.35
183.79.248.124-10.42.0.151-443-35970-6,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,5.55
10.42.0.151-74.6.105.9-41228-80-6,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,5.35
10.42.0.211-98.139.183.24-58684-443-6,Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,5.25
10.42.0.42-121.12.98.85-59058-80-6,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.87
255.255.255.255-0.0.0.0-67-68-17,Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,5.36
222.73.28.96-10.42.0.211-80-60508-6,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,7.75
10.42.0.151-72.21.206.121-38985-443-6,Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5,5.41
173.194.66.188-10.42.0.151-5228-57844-6,Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,3.65
180.149.136.194-10.42.0.211-80-48638-6,Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5.25
10.42.0.211-10.42.0.1-2808-53-17,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.25
180.149.134.141-10.42.0.211-80-40609-6,Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4,3.47
10.42.0.211-10.42.0.1-44345-53-17,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,10.13 kmpl,3498 CC,364.9 bhp,5,8.85
10.42.0.151-64.71.142.110-39217-443-6,Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,0.85
10.42.0.42-58.63.236.212-51437-443-6,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,13.65
10.42.0.151-10.42.0.1-4555-53-17,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,50.22
10.42.0.151-106.11.92.6-35614-443-6,Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.75
10.42.0.211-123.125.29.138-40529-80-6,Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,10.05
172.217.12.164-10.42.0.151-443-54253-6,BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,9.75
172.217.3.106-10.42.0.151-443-53083-6,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,23
10.42.0.211-31.13.71.52-44243-80-6,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,21.42
222.73.28.96-10.42.0.151-80-55653-6,Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,15.9 kmpl,1298 CC,null bhp,5,0.7
183.79.1.38-10.42.0.151-443-34175-6,Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,5.21
10.42.0.211-106.39.162.36-39575-80-6,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,7.5
211.236.244.151-10.42.0.211-80-43996-6,Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,2.65
10.42.0.211-64.71.142.120-55482-443-6,Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,1.75
140.205.230.8-10.42.0.211-80-57745-6,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5,1
10.42.0.151-54.239.17.112-46874-443-6,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,33
10.42.0.211-23.206.166.66-43210-80-6,Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,2.2
203.205.158.61-10.42.0.211-80-53327-6,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,12.83
10.42.0.151-10.42.0.1-16396-53-17,BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4,68.94
10.42.0.42-23.206.193.4-58394-80-6,Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5,4.1
10.42.0.211-10.42.0.1-46808-53-17,Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5,2.85
172.217.12.170-10.42.0.151-443-37088-6,Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5,3.7
8.41.222.241-10.42.0.151-443-43246-6,Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,9.06
10.42.0.211-10.42.0.1-14802-53-17,Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.4 kmpl,1798 CC,157.8 bhp,5,4.75
172.217.10.142-10.42.0.151-443-49975-6,Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6.6
10.42.0.151-64.71.142.124-40201-80-6,Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7,3.5
172.217.12.174-10.42.0.211-443-45919-6,Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,2
